,Index,Preferred_scientific_name,International_common_name,ISC_content,Plant_pest,_5,Domain,Kingdon,Phylum,Class,Order,Family,Datasheet_URL,native,introduced,invasive,present
230,230,Chamaecrista nictitans, sensitive partridge pea, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Fabales, Fabaceae, https://www.cabi.org/isc/datasheet/12562,"['Antigua and Barbuda', 'Bahamas', 'Belize', 'British Virgin Islands', 'Costa Rica', 'Cuba', 'El Salvador', 'Grenada', 'Guadeloupe', 'Guatemala', 'Honduras', 'Jamaica', 'Martinique', 'Mexico', 'Netherlands Antilles', 'Nicaragua', 'Panama', 'Puerto Rico', 'Saint Kitts and Nevis', 'Saint Vincent and the Grenadines', 'Trinidad and Tobago', 'U.S. Virgin Islands', '-Alabama', '-Arizona', '-Arkansas', '-Connecticut', '-Delaware', '-District of Columbia', '-Florida', '-Georgia', '-Illinois', '-Indiana', '-Kansas', '-Kentucky', '-Louisiana', '-Maryland', '-Massachusetts', '-Michigan', '-Mississippi', '-Missouri', '-New Hampshire', '-New Jersey', '-New Mexico', '-New York', '-North Carolina', '-Ohio', '-Oklahoma', '-Pennsylvania', '-Rhode Island', '-South Carolina', '-Tennessee', '-Texas', '-Vermont', '-Virginia', '-West Virginia', 'Argentina', 'Bolivia', 'Brazil', '-Amapa', '-Amazonas', '-Bahia', '-Ceara', '-Espirito Santo', '-Maranhao', '-Mato Grosso', '-Mato Grosso do Sul', '-Minas Gerais', '-Para', '-Parana', '-Pernambuco', '-Rio de Janeiro', '-Rio Grande do Sul', '-Rondonia', '-Santa Catarina', '-Sao Paulo', 'Colombia', 'Ecuador', 'French Guiana', 'Guyana', 'Paraguay', 'Peru', 'Suriname', 'Venezuela']","['Mauritius', 'Réunion', 'Georgia', 'Indonesia', 'Japan', 'Malaysia', 'Singapore', '-Hawaii', 'Federated States of Micronesia', 'Fiji', 'Guam', 'New Caledonia', 'Niue', 'Northern Mariana Islands', 'Palau', 'Samoa', 'Solomon Islands', 'Tonga', 'Wallis and Futuna']",[],"['Mauritius', 'Réunion', 'Bangladesh', 'Bhutan', 'China', '-Fujian', '-Hunan', 'Georgia', 'India', '-Bihar', '-Delhi', '-Uttar Pradesh', '-West Bengal', 'Indonesia', '-Irian Jaya', '-Java', 'Japan', 'Malaysia', '-Peninsular Malaysia', 'Singapore', 'Sri Lanka', 'Antigua and Barbuda', 'Bahamas', 'Belize', 'British Virgin Islands', 'Cayman Islands', 'Costa Rica', 'Cuba', 'Dominican Republic', 'El Salvador', 'Grenada', 'Guadeloupe', 'Guatemala', 'Haiti', 'Honduras', 'Jamaica', 'Martinique', 'Mexico', 'Netherlands Antilles', 'Nicaragua', 'Panama', 'Puerto Rico', 'Saint Kitts and Nevis', 'Saint Vincent and the Grenadines', 'Trinidad and Tobago', 'U.S. Virgin Islands', 'United States', '-Alabama', '-Arizona', '-Arkansas', '-Connecticut', '-Delaware', '-District of Columbia', '-Florida', '-Georgia', '-Hawaii', '-Illinois', '-Indiana', '-Kansas', '-Kentucky', '-Louisiana', '-Maryland', '-Massachusetts', '-Michigan', '-Mississippi', '-Missouri', '-New Hampshire', '-New Jersey', '-New Mexico', '-New York', '-North Carolina', '-Ohio', '-Oklahoma', '-Pennsylvania', '-Rhode Island', '-South Carolina', '-Tennessee', '-Texas', '-Vermont', '-Virginia', '-West Virginia', 'Federated States of Micronesia', 'Fiji', 'Guam', 'New Caledonia', 'Niue', 'Northern Mariana Islands', 'Palau', 'Papua New Guinea', 'Samoa', 'Solomon Islands', 'Tonga', 'Wallis and Futuna', 'Argentina', 'Bolivia', 'Brazil', '-Amapa', '-Amazonas', '-Bahia', '-Ceara', '-Espirito Santo', '-Maranhao', '-Mato Grosso', '-Mato Grosso do Sul', '-Minas Gerais', '-Para', '-Parana', '-Pernambuco', '-Rio de Janeiro', '-Rio Grande do Sul', '-Rondonia', '-Santa Catarina', '-Sao Paulo', 'Colombia', 'Ecuador', 'French Guiana', 'Guyana', 'Paraguay', 'Peru', 'Suriname', 'Venezuela']"
231,231,Chenopodium album, fat hen, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Chenopodiaceae, https://www.cabi.org/isc/datasheet/12648,[],[],[],"['Algeria', 'Botswana', 'Egypt', 'Eswatini', 'Ethiopia', 'Kenya', 'Lesotho', 'Morocco', 'Mozambique', 'Namibia', 'South Africa', 'Tanzania', 'Tunisia', 'Uganda', 'Zambia', 'Zimbabwe', 'Afghanistan', 'Bangladesh', 'Bhutan', 'China', 'India', '-Gujarat', '-Haryana', '-Himachal Pradesh', '-Jammu and Kashmir', '-Karnataka', '-Madhya Pradesh', '-Maharashtra', '-Punjab', '-Rajasthan', '-Sikkim', '-Uttar Pradesh', '-Uttarakhand', '-West Bengal', 'Indonesia', 'Iran', 'Iraq', 'Israel', 'Japan', 'Lebanon', 'Mongolia', 'Nepal', 'Pakistan', 'Saudi Arabia', 'South Korea', 'Sri Lanka', 'Taiwan', 'Turkey', 'United Arab Emirates', 'Yemen', 'Austria', 'Belgium', 'Bulgaria', 'Cyprus', 'Czechia', 'Czechoslovakia', 'Federal Republic of Yugoslavia', 'Denmark', 'Finland', 'France', 'Germany', 'Greece', '-Crete', 'Hungary', 'Italy', 'Netherlands', 'Norway', 'Poland', 'Portugal', 'Romania', 'Russia', 'Serbia', 'Spain', 'Sweden', 'Switzerland', 'Ukraine', 'United Kingdom', 'Canada', '-Ontario', 'Mexico', 'United States', '-Alaska', '-Florida', '-Hawaii', '-Nebraska', '-North Carolina', 'Australia', '-New South Wales', '-Northern Territory', '-Queensland', '-South Australia', '-Tasmania', '-Victoria', '-Western Australia', 'New Zealand', 'Argentina', 'Brazil', '-Goias', '-Mato Grosso do Sul', '-Minas Gerais', '-Parana', '-Rio de Janeiro', '-Rio Grande do Sul', '-Santa Catarina', '-Sao Paulo', 'Chile', 'Colombia', 'Peru']"
232,232,Chenopodium murale, nettleleaf goosefoot, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Caryophyllales, Chenopodiaceae, https://www.cabi.org/isc/datasheet/12652,[],[],[],"['Botswana', 'Congo, Republic of the', 'Egypt', 'Eswatini', 'Ethiopia', 'Kenya', 'Lesotho', 'Morocco', 'Namibia', 'Senegal', 'South Africa', 'Sudan', 'Tanzania', 'Zambia', 'Zimbabwe', 'Afghanistan', 'India', '-Punjab', 'Iran', 'Iraq', 'Israel', 'Jordan', 'Lebanon', 'Nepal', 'Oman', 'Pakistan', 'Saudi Arabia', 'Turkey', 'United Arab Emirates', 'Yemen', 'Albania', 'Austria', 'Denmark', 'France', 'Germany', 'Greece', 'Hungary', 'Italy', 'Poland', 'Portugal', 'Romania', 'Spain', '-Canary Islands', 'Sweden', 'Canada', 'Cuba', 'Dominican Republic', 'El Salvador', 'Honduras', 'Mexico', 'United States', '-Hawaii', 'Australia', '-New South Wales', '-Northern Territory', '-Queensland', '-South Australia', '-Tasmania', '-Victoria', '-Western Australia', 'New Zealand', 'Argentina', 'Brazil', 'Chile', 'Peru', 'Uruguay', 'Venezuela']"
233,233,Chondrilla juncea, rush skeletonweed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/110385,"['Algeria', 'Libya', 'Morocco', 'Tunisia', 'Armenia', 'Azerbaijan', '-Xinjiang', 'Georgia', 'Iran', 'Iraq', 'Jordan', 'Kazakhstan', 'Lebanon', 'Syria', 'Turkey', 'Turkmenistan', 'Albania', 'Andorra', 'Austria', 'Belarus', 'Belgium', 'Bosnia and Herzegovina', 'Bulgaria', 'Croatia', 'Cyprus', 'Czechia', 'Czechoslovakia', 'France', '-Corsica', 'Germany', 'Gibraltar', 'Greece', 'Hungary', 'Italy', 'Luxembourg', 'Moldova', 'Montenegro', 'Netherlands', 'North Macedonia', 'Poland', 'Portugal', 'Romania', 'Russia', 'Serbia', 'Slovakia', 'Slovenia', 'Spain', '-Balearic Islands', 'Switzerland', 'Ukraine']","['South Africa', 'Latvia', '-British Columbia', '-Ontario', '-California', '-Delaware', '-District of Columbia', '-Georgia', '-Idaho', '-Illinois', '-Maryland', '-Michigan', '-Montana', '-New Jersey', '-Oregon', '-Pennsylvania', '-Virginia', '-Washington', '-West Virginia', 'Australia', '-New South Wales', '-Northern Territory', '-Queensland', '-South Australia', '-Tasmania', '-Victoria', '-Western Australia', 'New Zealand', 'Argentina']",[],"['Algeria', 'Libya', 'Morocco', 'South Africa', 'Tunisia', 'Armenia', 'Azerbaijan', 'China', '-Xinjiang', 'Georgia', 'Iran', 'Iraq', 'Jordan', 'Kazakhstan', 'Lebanon', 'Syria', 'Turkey', 'Turkmenistan', 'Albania', 'Andorra', 'Austria', 'Belarus', 'Belgium', 'Bosnia and Herzegovina', 'Bulgaria', 'Croatia', 'Cyprus', 'Czechia', 'Czechoslovakia', 'France', '-Corsica', 'Germany', 'Gibraltar', 'Greece', 'Hungary', 'Italy', 'Latvia', 'Luxembourg', 'Moldova', 'Montenegro', 'Netherlands', 'North Macedonia', 'Poland', 'Portugal', 'Romania', 'Russia', 'Serbia', 'Slovakia', 'Slovenia', 'Spain', '-Balearic Islands', 'Switzerland', 'Ukraine', 'Canada', '-British Columbia', '-Ontario', 'United States', '-California', '-Delaware', '-District of Columbia', '-Georgia', '-Idaho', '-Illinois', '-Maryland', '-Michigan', '-Montana', '-New Jersey', '-Oregon', '-Pennsylvania', '-Virginia', '-Washington', '-West Virginia', 'Australia', '-New South Wales', '-Northern Territory', '-Queensland', '-South Australia', '-Tasmania', '-Victoria', '-Western Australia', 'New Zealand', 'Argentina', 'Brazil', '-Acre']"
234,234,Chromolaena odorata, Siam weed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/23248,"['Algeria', 'Libya', 'Morocco', 'Tunisia', 'Armenia', 'Azerbaijan', '-Xinjiang', 'Georgia', 'Iran', 'Iraq', 'Jordan', 'Kazakhstan', 'Lebanon', 'Syria', 'Turkey', 'Turkmenistan', 'Albania', 'Andorra', 'Austria', 'Belarus', 'Belgium', 'Bosnia and Herzegovina', 'Bulgaria', 'Croatia', 'Cyprus', 'Czechia', 'Czechoslovakia', 'France', '-Corsica', 'Germany', 'Gibraltar', 'Greece', 'Hungary', 'Italy', 'Luxembourg', 'Moldova', 'Montenegro', 'Netherlands', 'North Macedonia', 'Poland', 'Portugal', 'Romania', 'Russia', 'Serbia', 'Slovakia', 'Slovenia', 'Spain', '-Balearic Islands', 'Switzerland', 'Ukraine']","['South Africa', 'Latvia', '-British Columbia', '-Ontario', '-California', '-Delaware', '-District of Columbia', '-Georgia', '-Idaho', '-Illinois', '-Maryland', '-Michigan', '-Montana', '-New Jersey', '-Oregon', '-Pennsylvania', '-Virginia', '-Washington', '-West Virginia', 'Australia', '-New South Wales', '-Northern Territory', '-Queensland', '-South Australia', '-Tasmania', '-Victoria', '-Western Australia', 'New Zealand', 'Argentina']",[],"['Algeria', 'Libya', 'Morocco', 'South Africa', 'Tunisia', 'Armenia', 'Azerbaijan', 'China', '-Xinjiang', 'Georgia', 'Iran', 'Iraq', 'Jordan', 'Kazakhstan', 'Lebanon', 'Syria', 'Turkey', 'Turkmenistan', 'Albania', 'Andorra', 'Austria', 'Belarus', 'Belgium', 'Bosnia and Herzegovina', 'Bulgaria', 'Croatia', 'Cyprus', 'Czechia', 'Czechoslovakia', 'France', '-Corsica', 'Germany', 'Gibraltar', 'Greece', 'Hungary', 'Italy', 'Latvia', 'Luxembourg', 'Moldova', 'Montenegro', 'Netherlands', 'North Macedonia', 'Poland', 'Portugal', 'Romania', 'Russia', 'Serbia', 'Slovakia', 'Slovenia', 'Spain', '-Balearic Islands', 'Switzerland', 'Ukraine', 'Canada', '-British Columbia', '-Ontario', 'United States', '-California', '-Delaware', '-District of Columbia', '-Georgia', '-Idaho', '-Illinois', '-Maryland', '-Michigan', '-Montana', '-New Jersey', '-Oregon', '-Pennsylvania', '-Virginia', '-Washington', '-West Virginia', 'Australia', '-New South Wales', '-Northern Territory', '-Queensland', '-South Australia', '-Tasmania', '-Victoria', '-Western Australia', 'New Zealand', 'Argentina', 'Brazil', '-Acre']"
235,235,Chrysanthemoides monilifera, boneseed, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/13119,"['Mozambique', 'South Africa']","['France', '-Sicily', '-California', 'Australia', '-New South Wales', '-Queensland', '-South Australia', '-Tasmania', '-Victoria', 'New Zealand']",[],"['Mozambique', 'South Africa', 'France', 'Italy', '-Sicily', 'United States', '-California', 'Australia', '-New South Wales', '-Queensland', '-South Australia', '-Tasmania', '-Victoria', 'New Zealand']"
236,236,Cichorium endivia, endives, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/13408,[],[],[],"['Belgium', 'Bulgaria', 'Italy', 'Malta', 'United States', '-Florida', '-New Jersey']"
237,237,Cinchona pubescens, quinine tree, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Gentianales, Rubiaceae, https://www.cabi.org/isc/datasheet/13484,"['Costa Rica', 'Panama', 'Bolivia', 'Colombia', 'Ecuador', 'Peru', 'Venezuela']","['Burundi', 'Cameroon', 'Congo, Democratic Republic of the', 'Congo, Republic of the', 'Kenya', 'Nigeria', 'Réunion', 'Rwanda', 'Saint Helena', 'Tanzania', 'Uganda', '-Assam', '-Sikkim', '-Tamil Nadu', '-Java', 'Philippines', 'Sri Lanka', 'Guatemala', 'Jamaica', 'Puerto Rico', '-Hawaii', 'French Polynesia', '-Galapagos Islands']",[],"['Burundi', 'Cameroon', 'Congo, Democratic Republic of the', 'Congo, Republic of the', 'Kenya', 'Nigeria', 'Réunion', 'Rwanda', 'Saint Helena', 'Tanzania', 'Uganda', 'India', '-Assam', '-Sikkim', '-Tamil Nadu', '-West Bengal', 'Indonesia', '-Java', 'Philippines', 'Sri Lanka', 'Costa Rica', 'Guatemala', 'Jamaica', 'Panama', 'Puerto Rico', 'United States', '-Hawaii', 'French Polynesia', 'Bolivia', 'Colombia', 'Ecuador', '-Galapagos Islands', 'Peru', 'Venezuela']"
238,238,Cinnamomum burmanni, padang cassia, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Laurales, Lauraceae, https://www.cabi.org/isc/datasheet/13516,"['-Fujian', '-Guangdong', '-Guangxi', '-Hainan', '-Yunnan', 'India', '-Java', 'Vietnam']","['Mauritius', 'Réunion', '-Sabah', 'Singapore', 'Taiwan', 'Cuba', 'Puerto Rico', '-Florida', '-Hawaii', '-Rio Grande do Sul', '-Santa Catarina', 'Peru']",[],"['Mauritius', 'Réunion', 'China', '-Fujian', '-Guangdong', '-Guangxi', '-Hainan', '-Yunnan', 'Hong Kong', 'India', 'Indonesia', '-Java', '-Sumatra', 'Malaysia', '-Sabah', 'Philippines', 'Singapore', 'Taiwan', 'Vietnam', 'Cuba', 'Puerto Rico', 'United States', '-Florida', '-Hawaii', 'Brazil', '-Rio Grande do Sul', '-Santa Catarina', 'Peru']"
239,239,Cinnamomum camphora, camphor laurel, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Laurales, Lauraceae, https://www.cabi.org/isc/datasheet/13519,"['-Anhui', '-Fujian', '-Guangdong', '-Guangxi', '-Guizhou', '-Hainan', '-Hubei', '-Hunan', '-Jiangsu', '-Jiangxi', '-Sichuan', '-Yunnan', '-Zhejiang', '-Honshu', '-Kyushu', '-Shikoku', 'North Korea', 'South Korea', 'Taiwan', 'Vietnam']","['Algeria', 'Egypt', 'Kenya', 'Madagascar', 'Mauritius', 'Sierra Leone', 'South Africa', 'Tanzania', '-Assam', '-Karnataka', '-Kerala', '-Tamil Nadu', '-Uttar Pradesh', '-West Bengal', '-Java', '-Peninsular Malaysia', 'Myanmar', 'Nepal', 'Sri Lanka', 'Syria', 'France', 'Italy', '-Southern Russia', '-Canary Islands', 'United Kingdom', 'Cuba', '-California', '-Florida', '-Georgia', '-South Carolina', '-New South Wales', '-Queensland', '-Victoria', 'Cook Islands', 'Argentina', 'Brazil']",[],"['Algeria', 'Egypt', 'Ghana', 'Kenya', 'Madagascar', 'Mauritius', 'Sierra Leone', 'South Africa', 'Tanzania', 'Togo', 'Zimbabwe', 'Bangladesh', 'China', '-Anhui', '-Fujian', '-Guangdong', '-Guangxi', '-Guizhou', '-Hainan', '-Hubei', '-Hunan', '-Jiangsu', '-Jiangxi', '-Sichuan', '-Yunnan', '-Zhejiang', 'India', '-Assam', '-Karnataka', '-Kerala', '-Tamil Nadu', '-Uttar Pradesh', '-West Bengal', 'Indonesia', '-Java', 'Japan', '-Honshu', '-Kyushu', '-Shikoku', 'Laos', 'Malaysia', '-Peninsular Malaysia', 'Myanmar', 'Nepal', 'North Korea', 'Saudi Arabia', 'South Korea', 'Sri Lanka', 'Syria', 'Taiwan', 'Vietnam', 'France', 'Italy', 'Russia', '-Southern Russia', 'Spain', '-Canary Islands', 'United Kingdom', 'Costa Rica', 'Cuba', 'El Salvador', 'Honduras', 'Puerto Rico', 'Trinidad and Tobago', 'United States', '-Alabama', '-California', '-Florida', '-Georgia', '-Hawaii', '-Louisiana', '-Mississippi', '-North Carolina', '-South Carolina', '-Texas', 'Australia', '-New South Wales', '-Queensland', '-Victoria', 'Cook Islands', 'French Polynesia', 'New Zealand', 'Argentina', 'Bolivia', 'Brazil', '-Rio Grande do Sul', 'Venezuela']"
240,240,Cinnamomum verum, cinnamon, Full, No, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Laurales, Lauraceae, https://www.cabi.org/isc/datasheet/13573,"['India', 'Sri Lanka']","['Comoros', 'Gabon', 'Ghana', 'Madagascar', 'Mauritius', 'Réunion', 'São Tomé and Príncipe', 'Seychelles', 'South Africa', 'Tanzania', 'China', 'Indonesia', '-Java', 'Myanmar', 'Taiwan', 'Vietnam', 'Dominica', 'Dominican Republic', 'El Salvador', 'Grenada', 'Honduras', 'Jamaica', 'Mexico', 'Nicaragua', 'Puerto Rico', 'U.S. Virgin Islands', '-Hawaii', 'American Samoa', 'Cook Islands', 'Federated States of Micronesia', 'Fiji', 'French Polynesia', 'New Caledonia', 'Palau', 'Samoa', 'Timor-Leste', 'Bolivia', 'Brazil', 'French Guiana', 'Peru', 'Venezuela']",[],"['Comoros', 'Egypt', 'Gabon', 'Ghana', 'Madagascar', 'Mauritius', 'Réunion', 'São Tomé and Príncipe', 'Seychelles', 'South Africa', 'Tanzania', 'Bangladesh', 'Cambodia', 'China', 'India', '-Andaman and Nicobar Islands', '-Andhra Pradesh', '-Assam', '-Karnataka', '-Kerala', '-Maharashtra', '-Odisha', '-Tamil Nadu', 'Indonesia', '-Java', 'Myanmar', 'Sri Lanka', 'Taiwan', 'Thailand', 'Vietnam', 'Dominica', 'Dominican Republic', 'El Salvador', 'Grenada', 'Honduras', 'Jamaica', 'Mexico', 'Nicaragua', 'Puerto Rico', 'U.S. Virgin Islands', 'United States', '-Hawaii', 'American Samoa', 'Cook Islands', 'Federated States of Micronesia', 'Fiji', 'French Polynesia', 'New Caledonia', 'Palau', 'Samoa', 'Timor-Leste', 'Bolivia', 'Brazil', 'French Guiana', 'Peru', 'Venezuela']"
241,241,Cirsium arvense, creeping thistle, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/13628,"['Sudan', 'Tunisia', 'Afghanistan', 'Armenia', 'Azerbaijan', 'Georgia', 'Iran', 'Turkey', 'Turkmenistan', 'Albania', 'Austria', 'Belarus', 'Belgium', 'Bulgaria', 'Croatia', 'Czechia', 'Czechoslovakia', 'Federal Republic of Yugoslavia', 'Denmark', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Iceland', 'Ireland', 'Italy', 'Latvia', 'Lithuania', 'Moldova', 'Norway', 'Poland', 'Portugal', 'Romania', 'Russia', 'Serbia and Montenegro', 'Slovakia', 'Slovenia', 'Spain', 'Sweden', 'Switzerland', 'Ukraine', 'United Kingdom']","['Angola', 'Eswatini', 'South Africa', 'China', 'India', 'Japan', 'North Korea', 'Pakistan', 'South Korea', 'Canada', '-Alberta', '-British Columbia', '-Manitoba', '-New Brunswick', '-Newfoundland and Labrador', '-Northwest Territories', '-Nova Scotia', '-Ontario', '-Prince Edward Island', '-Quebec', '-Saskatchewan', '-Yukon', 'Mexico', 'United States', '-Alaska', '-Arizona', '-Arkansas', '-California', '-Colorado', '-Connecticut', '-Delaware', '-Hawaii', '-Idaho', '-Illinois', '-Indiana', '-Iowa', '-Kansas', '-Kentucky', '-Maine', '-Maryland', '-Massachusetts', '-Michigan', '-Minnesota', '-Missouri', '-Montana', '-Nebraska', '-Nevada', '-New Hampshire', '-New Jersey', '-New Mexico', '-New York', '-North Carolina', '-North Dakota', '-Ohio', '-Oklahoma', '-Oregon', '-Pennsylvania', '-Rhode Island', '-South Dakota', '-Tennessee', '-Utah', '-Vermont', '-Virginia', '-Washington', '-West Virginia', '-Wisconsin', '-Wyoming', 'Australia', 'New Zealand', 'Chile']",[],"['Angola', 'Eswatini', 'South Africa', 'Sudan', 'Tunisia', 'Zimbabwe', 'Afghanistan', 'Armenia', 'Azerbaijan', 'China', 'Georgia', 'India', '-Punjab', 'Iran', 'Japan', 'Lebanon', 'North Korea', 'Pakistan', 'South Korea', 'Turkey', 'Turkmenistan', 'Albania', 'Austria', 'Belarus', 'Belgium', 'Bulgaria', 'Croatia', 'Czechia', 'Czechoslovakia', 'Federal Republic of Yugoslavia', 'Denmark', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Iceland', 'Ireland', 'Italy', 'Latvia', 'Lithuania', 'Moldova', 'Netherlands', 'Norway', 'Poland', 'Portugal', 'Romania', 'Russia', 'Serbia', 'Serbia and Montenegro', 'Slovakia', 'Slovenia', 'Spain', 'Sweden', 'Switzerland', 'Ukraine', 'United Kingdom', 'Canada', '-Alberta', '-British Columbia', '-Manitoba', '-New Brunswick', '-Newfoundland and Labrador', '-Northwest Territories', '-Nova Scotia', '-Ontario', '-Prince Edward Island', '-Quebec', '-Saskatchewan', '-Yukon', 'Mexico', 'United States', '-Alaska', '-Arizona', '-Arkansas', '-California', '-Colorado', '-Connecticut', '-Delaware', '-Hawaii', '-Idaho', '-Illinois', '-Indiana', '-Iowa', '-Kansas', '-Kentucky', '-Maine', '-Maryland', '-Massachusetts', '-Michigan', '-Minnesota', '-Missouri', '-Montana', '-Nebraska', '-Nevada', '-New Hampshire', '-New Jersey', '-New Mexico', '-New York', '-North Carolina', '-North Dakota', '-Ohio', '-Oklahoma', '-Oregon', '-Pennsylvania', '-Rhode Island', '-South Dakota', '-Tennessee', '-Utah', '-Vermont', '-Virginia', '-Washington', '-West Virginia', '-Wisconsin', '-Wyoming', 'Australia', 'New Zealand', 'Chile']"
242,242,Cirsium vulgare, spear thistle, Full, Yes, Plants, Eukaryota, Plantae, Spermatophyta, Dicotyledonae, Asterales, Asteraceae, https://www.cabi.org/isc/datasheet/13631,"['Algeria', 'Morocco', 'Tunisia', 'Afghanistan', 'Armenia', 'Azerbaijan', 'China', '-Xinjiang', 'Georgia', 'Iran', 'Iraq', 'Kazakhstan', 'Kyrgyzstan', 'Lebanon', 'Pakistan', 'Syria', 'Tajikistan', 'Turkey', 'Turkmenistan', 'Albania', 'Austria', 'Belarus', 'Belgium', 'Bosnia and Herzegovina', 'Bulgaria', 'Croatia', 'Cyprus', 'Czechia', 'Denmark', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Ireland', 'Italy', 'Latvia', 'Lithuania', 'Moldova', 'Montenegro', 'Netherlands', 'North Macedonia', 'Norway', 'Poland', 'Portugal', 'Romania', 'Russia', '-Central Russia', '-Eastern Siberia', '-Southern Russia', '-Western Siberia', 'Serbia', 'Slovakia', 'Slovenia', 'Spain', 'Sweden', 'Switzerland', 'Ukraine', 'United Kingdom']","['Eritrea', 'Ethiopia', 'Kenya', 'Réunion', 'Rwanda', 'South Africa', 'Israel', 'Japan', 'Yemen', '-Azores', '-Madeira', '-Canary Islands', 'Canada', '-Alberta', '-British Columbia', '-Manitoba', '-New Brunswick', '-Newfoundland and Labrador', '-Nova Scotia', '-Ontario', '-Prince Edward Island', '-Quebec', '-Saskatchewan', 'Costa Rica', 'Guatemala', 'Saint Pierre and Miquelon', 'United States', '-Alaska', '-Arizona', '-Arkansas', '-California', '-Colorado', '-Florida', '-Hawaii', '-Idaho', '-Illinois', '-Iowa', '-Kansas', '-Maryland', '-Michigan', '-Minnesota', '-Missouri', '-Montana', '-Nebraska', '-Nevada', '-New Jersey', '-New Mexico', '-North Carolina', '-Oregon', '-South Carolina', '-Tennessee', '-Texas', '-Utah', '-Virginia', '-Washington', '-West Virginia', '-Wisconsin', '-Wyoming', 'Australia', '-New South Wales', '-Northern Territory', '-Queensland', '-South Australia', '-Tasmania', '-Victoria', '-Western Australia', 'New Caledonia', 'New Zealand', 'Argentina', 'Bolivia', 'Chile', 'Ecuador', 'Paraguay', 'Peru', 'Uruguay']",[],"['Algeria', 'Eritrea', 'Ethiopia', 'Kenya', 'Morocco', 'Réunion', 'Rwanda', 'South Africa', 'Tunisia', 'Afghanistan', 'Armenia', 'Azerbaijan', 'China', '-Xinjiang', 'Georgia', '-Punjab', 'Iran', 'Iraq', 'Israel', 'Japan', 'Kazakhstan', 'Kyrgyzstan', 'Lebanon', 'Pakistan', 'Syria', 'Tajikistan', 'Turkey', 'Turkmenistan', 'Yemen', 'Albania', 'Austria', 'Belarus', 'Belgium', 'Bosnia and Herzegovina', 'Bulgaria', 'Croatia', 'Cyprus', 'Czechia', 'Denmark', 'Estonia', 'Finland', 'France', 'Germany', 'Greece', 'Hungary', 'Ireland', 'Italy', 'Latvia', 'Lithuania', 'Moldova', 'Montenegro', 'Netherlands', 'North Macedonia', 'Norway', 'Poland', 'Portugal', '-Azores', '-Madeira', 'Romania', 'Russia', '-Central Russia', '-Eastern Siberia', '-Southern Russia', '-Western Siberia', 'Serbia', 'Slovakia', 'Slovenia', 'Spain', '-Canary Islands', 'Sweden', 'Switzerland', 'Ukraine', 'United Kingdom', 'Canada', '-Alberta', '-British Columbia', '-Manitoba', '-New Brunswick', '-Newfoundland and Labrador', '-Nova Scotia', '-Ontario', '-Prince Edward Island', '-Quebec', '-Saskatchewan', 'Costa Rica', 'Guatemala', 'Saint Pierre and Miquelon', 'United States', '-Alaska', '-Arizona', '-Arkansas', '-California', '-Colorado', '-Florida', '-Hawaii', '-Idaho', '-Illinois', '-Iowa', '-Kansas', '-Maryland', '-Michigan', '-Minnesota', '-Missouri', '-Montana', '-Nebraska', '-Nevada', '-New Jersey', '-New Mexico', '-North Carolina', '-Oregon', '-South Carolina', '-Tennessee', '-Texas', '-Utah', '-Virginia', '-Washington', '-West Virginia', '-Wisconsin', '-Wyoming', 'Australia', '-New South Wales', '-Northern Territory', '-Queensland', '-South Australia', '-Tasmania', '-Victoria', '-Western Australia', 'New Caledonia', 'New Zealand', 'Argentina', 'Bolivia', 'Chile', 'Ecuador', 'Paraguay', 'Peru', 'Uruguay']"
